local,dia_semana,hora_dia,eventos_proximos,historico_ocorrencias_7d,iluminacao_ativa_pct,iluminacao_fonte,densidade_pessoas,acao_preventiva_necessaria
Praça Torreão,0,1,0,0,40.0,sintetica,50,0
Praça Doutor Jose De Melo,2,10,0,14,99.0,sintetica,17,0
Praça Jenner De Souza,6,17,0,3,61.0,sintetica,37,0
Praça Thiago Pepeta,5,22,0,5,20.0,sintetica,87,1
Parque Jonathan Marques Da Cunha,5,21,0,7,42.0,sintetica,97,1
Praça Da Biblia,4,10,0,13,43.0,sintetica,46,0
Praça Getulio Vargas,4,17,0,5,66.0,sintetica,41,0
Praça Vale Do Siriji,0,7,0,11,26.0,sintetica,30,0
Praça Do Quinze,3,14,0,5,57.0,sintetica,54,0
Praça Noel Rodrigues,2,8,0,9,66.0,sintetica,27,0
Barreirão,0,14,0,3,54.0,sintetica,57,0
Gilvania De Oliveira Moura Sá,3,6,0,8,97.0,sintetica,55,0
Praça Treze De Junho,6,19,0,6,81.0,sintetica,75,0
Praça Elvira Andrade De Souza,4,12,0,13,92.0,sintetica,59,1
Arlindo Gouveia,5,12,0,10,22.0,sintetica,17,0
Praça Odon De Alencar,1,0,0,5,39.0,sintetica,21,0
Praça São José Dos Manguinhos,6,19,0,0,63.0,sintetica,64,0
Praça Queira Deus,5,3,1,1,51.0,sintetica,50,0
Praça Encanta Moça/Posto Policial,2,23,0,11,45.0,sintetica,31,0
Praça Silva Jardim,2,3,1,5,67.0,sintetica,18,0
Praça Do Rosário,5,3,0,10,24.0,sintetica,23,0
Praca Da Ur6,6,12,0,14,78.0,sintetica,24,0
Praça Mano Teodósio,5,1,0,0,80.0,sintetica,20,0
Praça Robert Kennedy/Da Juventude,3,22,0,14,68.0,sintetica,22,0
Praça Da Paz,0,14,0,14,49.0,sintetica,37,0
Praça Tobias Vitorino Da Silva,4,3,0,10,36.0,sintetica,34,0
Praça Da Portelinha,3,5,0,4,89.0,sintetica,46,0
Praça  João Maurício Campos,1,2,0,0,77.0,sintetica,15,0
Praça Da Avenida Senador Robert Kennedy,5,6,0,12,82.0,sintetica,46,0
Praça Dos Pneus,1,5,0,2,80.0,sintetica,42,0
Praça Neta Araujo,1,2,1,11,82.0,sintetica,34,1
Praça Poço Da Panela,3,3,0,11,34.0,sintetica,59,0
Praca General Carlos Pinto,4,9,0,11,20.0,sintetica,32,0
Praça São Francisco/Amante Das Flores,6,20,0,6,32.0,sintetica,97,1
Praça Joaquim Cardoso/Da Biblioteca,2,8,1,4,67.0,sintetica,26,0
Arnaldo Assunção,0,5,0,14,53.0,sintetica,40,0
Praça Terminal De Cajueiro,2,19,1,11,49.0,sintetica,35,1
Praça Gustavo Barrozo,4,10,0,14,38.0,sintetica,20,0
Praça Jornalista Anibal Fernandes,2,6,1,9,83.0,sintetica,39,1
Praça Cívica,5,17,0,0,85.0,sintetica,20,0
Thomaz Lobo,5,3,0,0,76.0,sintetica,12,0
Praça Olavo Bilac,3,4,0,14,63.0,sintetica,49,0
Praça Das Criancas,1,3,0,7,31.0,sintetica,49,0
Praça Parque Amorim,4,3,1,10,59.0,sintetica,30,1
Praça Do Bom Pastor,4,12,0,13,43.0,sintetica,44,0
Praça Do Terminal,2,15,0,12,30.0,sintetica,37,0
Praça Encanamento,3,13,1,8,85.0,sintetica,31,0
Praça Raul Soares,2,10,0,6,20.0,sintetica,51,0
Praça Luiz De Lacerda,2,1,1,12,77.0,sintetica,55,1
"Praça. Ur 04 Ibura  , Junto Da Capela Nossa Senhora Aparecida Ur 4 Terminal",4,21,0,2,47.0,sintetica,70,0
Centro Social Bidu Krause,2,13,1,11,87.0,sintetica,32,1
Praça Professor Trajano,1,23,0,5,78.0,sintetica,35,0
Praça Melvin Jones,2,23,0,2,90.0,sintetica,44,1
Praça Aleixo De Oliveira,1,6,0,9,41.0,sintetica,38,0
Praça Monsenhor Arruda Camara,4,10,0,3,48.0,sintetica,55,0
Praça Mercia De Albuquerque,3,3,0,11,93.0,sintetica,20,0
Praça Zumbi Dos Palmares,5,6,0,3,97.0,sintetica,51,0
Campo Do 15,1,15,1,2,88.0,sintetica,55,0
Praça Infantil John F. Kennedy,3,5,1,9,64.0,sintetica,10,1
Praça Nova Morada,3,5,1,5,89.0,sintetica,25,0
Praça Industrial Miguel Santos,1,1,1,4,36.0,sintetica,34,0
Vila Do Moinho,4,23,0,10,98.0,sintetica,98,0
Praça Tertuliano Feitosa,0,7,1,8,58.0,sintetica,27,0
Mariazinha,3,6,1,8,59.0,sintetica,25,0
Praça Arari Ferreira Fonseca,3,23,0,2,47.0,sintetica,28,0
Praça Barão De Caiara,4,13,0,12,21.0,sintetica,25,0
Praça Professor Barreto Campello,4,8,1,8,46.0,sintetica,14,0
Praça Do Mariano Teixeira,2,14,0,12,40.0,sintetica,36,0
Praça Aúreo Xavier,4,21,0,11,26.0,sintetica,82,1
Praça Terminal De Cajueiro,3,17,0,2,80.0,sintetica,15,0
Praça Virgilio De Oliveira,1,11,1,3,71.0,sintetica,43,0
Praça Do Mercado Da Madalena,0,22,1,0,67.0,sintetica,25,0
Praça De Apipucos,6,18,0,4,38.0,sintetica,86,1
Praça 3º Jardim De Boa Viagem,2,12,0,11,92.0,sintetica,52,0
Praça Do Caxito,6,6,0,8,31.0,sintetica,53,0
Centro Social Bidu Krause,1,9,0,14,90.0,sintetica,41,0
Praça Cristo Rei,0,9,0,1,21.0,sintetica,52,0
Praça Da Amizade,0,1,0,3,36.0,sintetica,32,0
Praça José Da Mota Silveira,0,13,1,9,94.0,sintetica,29,0
Praça Alberto Pinto,5,12,0,1,95.0,sintetica,28,0
Horta Comunitária De Casa Amarela,1,21,0,13,22.0,sintetica,38,0
Praca Esmeralda,2,5,1,7,40.0,sintetica,17,0
Parque Infantil Walt Disney,2,8,0,8,97.0,sintetica,38,0
Praça Professor Paulo Silveira Do Nascimento,0,12,0,2,98.0,sintetica,27,0
Praça Da Alegria,1,8,0,12,70.0,sintetica,14,0
Praça  Marciel Pinheiro,5,12,0,14,29.0,sintetica,21,0
Praça Da Paz,0,4,1,8,74.0,sintetica,19,0
Praça Odília Freire Dos Santos,4,13,1,5,55.0,sintetica,56,0
Praça Othon Bezerra De Melo,6,4,0,5,70.0,sintetica,46,0
Praça Do Amor,2,8,0,6,93.0,sintetica,26,0
Praça Novaes Filho,6,7,0,11,36.0,sintetica,41,0
Praça Da Morena,3,6,0,4,80.0,sintetica,13,0
Praça Joaquim Nabuco,0,7,0,5,94.0,sintetica,40,0
Praça Beira Rio,4,21,0,10,32.0,sintetica,64,0
Praça Lins Do Rego/Dos Brotos,2,2,0,0,84.0,sintetica,21,0
Praça Do Colégio Jarbas Pernambucano,6,22,1,2,99.0,sintetica,70,0
Praça Doutor Alberto Wanderley,5,23,1,11,93.0,sintetica,86,1
Vila Dos Bancários,1,14,0,8,67.0,sintetica,41,0
Praça Da Rua José Fernandes Portugal,2,7,0,11,89.0,sintetica,29,0
Praça Do Rosarinho,6,0,0,4,66.0,sintetica,58,0
Praca Mauriceia,1,6,0,4,29.0,sintetica,49,0
Praça Pedro Brandão,6,18,0,7,76.0,sintetica,72,0
Praça Odília Freire Dos Santos,1,1,0,10,99.0,sintetica,32,0
Praça Presidente Kennedy,5,13,0,10,32.0,sintetica,12,0
Praça Da Rua Sargento Rubens Leite,5,17,0,12,80.0,sintetica,44,0
Praça Da Rua Clotilde De Machado I E Ii,0,14,0,1,77.0,sintetica,48,0
Praça Sebastião Pontes,0,13,0,12,87.0,sintetica,59,0
Praça Zeppelin,2,23,0,6,48.0,sintetica,30,0
Praça Da Ong Do Rio - Nova Morada,5,18,0,8,35.0,sintetica,80,1
Praça Da Avenida Maurício De Nassau,4,18,0,6,82.0,sintetica,76,1
Praça Maria Madalena Bispo,6,21,0,11,66.0,sintetica,96,0
Glaucineide Ferraz Da Silva,6,16,0,4,62.0,sintetica,41,0
Praça Airton Senna,6,21,1,12,42.0,sintetica,79,1
Praça Robert Kennedy/Da Juventude,2,18,0,5,49.0,sintetica,48,0
Praça Da Cavalaria,6,15,0,3,76.0,sintetica,11,0
Praça Tempo De Crescer,3,19,0,13,49.0,sintetica,48,0
Praça Maria Da Conceição,1,18,1,11,86.0,sintetica,55,1
Praça Zeppelin,6,0,1,6,75.0,sintetica,24,0
Praça Phaelante Da Câmara,1,18,0,0,43.0,sintetica,25,0
Trevo Da Ur2,0,6,0,3,96.0,sintetica,35,0
Horta Comunitária De Casa Amarela,6,22,0,2,95.0,sintetica,60,0
Praça Do Moviment,4,10,1,12,27.0,sintetica,25,1
Praca Mauriceia,5,4,0,3,63.0,sintetica,30,0
Praça Cristo Rei,5,16,1,0,99.0,sintetica,48,0
Parque Do Jiquiá,0,10,0,11,53.0,sintetica,20,0
Largo Da Paz,3,23,0,12,54.0,sintetica,33,0
Praça Gonçalo Leitão,2,7,1,1,69.0,sintetica,45,0
Jardim Do Forte,2,9,1,11,36.0,sintetica,27,1
Praca Santa Luzia,4,11,0,10,21.0,sintetica,32,0
Praça Profeta Joseph Smith,0,9,0,12,73.0,sintetica,22,0
Praça Da Ur5 Ibura,0,12,0,8,63.0,sintetica,58,0
Praça Melvin Jones,3,17,0,14,68.0,sintetica,53,0
Parque Do Jiquiá,6,9,0,6,21.0,sintetica,59,0
Praça Da Avenida Da Recuperação,2,18,0,12,91.0,sintetica,51,0
Praça Neta Araujo,6,19,0,5,89.0,sintetica,78,0
Praça Franco Gomes Coutinho,0,16,0,1,28.0,sintetica,53,0
Praça Dr Lula Cabral De Melo,6,19,0,0,20.0,sintetica,88,1
Praça Maria Sampaio Lucena,5,15,0,1,88.0,sintetica,54,1
José Carlos Ferreira,4,4,0,6,28.0,sintetica,10,0
Praça José Bonifácio,2,2,0,1,33.0,sintetica,16,0
Praça Professor Doutor Antônio Figueira,3,14,0,2,46.0,sintetica,57,0
Praça Dancing Deys,4,1,0,7,28.0,sintetica,57,0
Praça Doutor Júlio Campelo,1,12,0,6,55.0,sintetica,30,0
Praça Engenho Massangana,5,21,0,11,98.0,sintetica,71,0
Praça Nossa Senhora De Fátima,3,7,0,10,22.0,sintetica,57,0
Praça Camilo Pereira Carneiro,4,22,0,10,42.0,sintetica,77,1
Praça Campo Santo,0,16,0,13,92.0,sintetica,52,0
Praça Centro Campo Grande,1,3,1,10,49.0,sintetica,52,1
Praça Do Moviment,3,18,1,8,38.0,sintetica,11,0
Praça Marcelino Champagnat,0,21,0,11,86.0,sintetica,40,0
Praça Da República,5,8,0,3,69.0,sintetica,48,0
Praça Da Rua Carlos Gomes/ Do Cavalo Dourado,1,22,0,6,67.0,sintetica,18,0
Praça Onze De Junho,2,14,0,0,22.0,sintetica,50,0
Praça Aúreo Xavier,0,8,0,10,85.0,sintetica,23,0
Praça Do Campo Santo,4,23,0,10,46.0,sintetica,90,1
Praça Vale Do Siriji,6,20,0,1,59.0,sintetica,65,0
Praça Da Lagoa Encantada,3,8,1,6,37.0,sintetica,33,0
Praça Dr Adolfo Cirne,1,13,0,14,46.0,sintetica,59,0
Praça Torreão,0,22,0,1,30.0,sintetica,42,0
Praça La Coruna,2,20,0,5,58.0,sintetica,43,0
Praça Da Rua Itacambira,6,15,0,12,38.0,sintetica,29,0
Praça Da Bandeira,3,23,0,9,26.0,sintetica,37,0
Praça Dalva De Oliveira,3,22,0,11,76.0,sintetica,13,0
Praça Nova Morada,0,16,0,8,21.0,sintetica,43,0
Praça Do Cacique - Invadida Por Moradores E Comerciantes Da Área,2,12,0,10,57.0,sintetica,13,0
Pracinha Das Crianças,5,8,0,4,24.0,sintetica,15,0
Praça Jockey Clube,6,14,0,9,97.0,sintetica,31,0
Praça José Bonifácio,5,6,0,6,55.0,sintetica,13,0
Praça Rodrigo Cebola,1,0,1,12,87.0,sintetica,59,1
Praça Das Flores,0,0,0,0,96.0,sintetica,14,0
Praça Dom Bosco,6,4,0,7,76.0,sintetica,20,0
Praça Professor Fleming,1,23,1,8,39.0,sintetica,54,0
Praça Bomba Do Hemetério,5,8,0,14,24.0,sintetica,44,0
Praça Do Conjunto Habitacinal Josue Pinto,6,11,0,12,43.0,sintetica,28,0
Praça Do Salgueiro,3,5,0,4,49.0,sintetica,20,0
Praça Da Madalena,1,12,0,5,47.0,sintetica,20,0
Praça Prof João Borba Maranhão,2,7,0,12,72.0,sintetica,36,0
Praça Lins Do Rego/Dos Brotos,4,14,0,10,70.0,sintetica,11,0
Praça Da Convenção,5,5,1,7,26.0,sintetica,56,0
Praça  Zeca Barbosa,5,5,0,3,61.0,sintetica,17,0
Praça Monsenhor Arruda Camara,2,3,0,1,54.0,sintetica,43,0
Praça Pinto Damaso,6,10,0,14,53.0,sintetica,49,0
Aritana,6,20,0,9,92.0,sintetica,89,0
Praça Rodrigo Cebola,6,17,0,7,95.0,sintetica,32,0
Praça Quartel General,1,2,0,1,73.0,sintetica,24,0
Praça Estevão De Sá,0,2,0,4,48.0,sintetica,57,0
Praça Sitio Grande,3,11,0,14,29.0,sintetica,22,0
Praça Luiz Americo Willians,4,20,1,12,46.0,sintetica,81,1
Praça Da Rua Quintino Bocaiuva,0,20,1,5,32.0,sintetica,58,0
Av Manoel Gonsalves Da Luz,0,5,0,4,61.0,sintetica,55,0
Praça Gregório Bezerra,2,20,0,5,56.0,sintetica,23,0
Praça Nadir Colaco,1,5,0,5,80.0,sintetica,10,0
Praça Astério Rufino Alves,5,7,0,2,98.0,sintetica,36,0
Praça Do Quinze,5,14,0,10,40.0,sintetica,42,1
Praça Dezessete,2,17,0,10,22.0,sintetica,44,0
Prc Senhor Bartolomeu,1,19,0,2,27.0,sintetica,24,0
Praça Da Rua Caxangá Agape,2,15,0,8,89.0,sintetica,14,0
Praça Professor Calazans,5,5,1,2,36.0,sintetica,46,0
Praça  Da Entrada Da Ur 2,0,20,0,2,29.0,sintetica,13,0
Av Manoel Gonsalves Da Luz,3,16,0,10,32.0,sintetica,55,0
Praça Desenhista Eulino Santos,6,8,0,13,31.0,sintetica,29,0
Praça Alice De Albuquerque,1,18,1,1,85.0,sintetica,48,0
Praça Conselheiro João Alfredo,4,17,0,6,93.0,sintetica,31,0
Praça Bernardo Vieira De Melo,4,22,0,9,42.0,sintetica,96,1
Praça Professor Barreto Campelo B,0,4,0,9,84.0,sintetica,56,0
Praça Phaelante Da Câmara,2,5,1,3,71.0,sintetica,20,0
Praça Da Várzea,2,11,0,0,80.0,sintetica,55,0
Largo Dom Luiz,5,10,0,5,45.0,sintetica,15,0
Praça Torreão,0,15,1,4,34.0,sintetica,36,0
Praça Coronel Silva Torres,5,19,1,13,41.0,sintetica,69,1
Praça Rádio Capibaribe,5,16,0,10,84.0,sintetica,48,0
Praça Zeppelin,4,19,0,1,45.0,sintetica,71,0
Praça Sementes Do Amanhã,5,8,0,5,40.0,sintetica,55,0
Praça Professor Doutor Antônio Figueira,6,0,0,0,43.0,sintetica,35,0
Praça Doutor Pedro Alves Neto,5,2,0,2,35.0,sintetica,46,0
Praça Da Bandeira,4,20,0,3,51.0,sintetica,91,1
Praça Rádio Capibaribe,6,22,0,12,35.0,sintetica,92,1
Praça Da Rua Solanea,2,8,0,2,96.0,sintetica,58,0
Praça Josenildo Lins,1,21,0,14,61.0,sintetica,37,0
Praça José Vieira,3,18,0,12,51.0,sintetica,57,0
Praça Nova Esperança,5,12,0,5,69.0,sintetica,45,0
Praça João Vinte E Três,6,22,0,10,60.0,sintetica,64,0
Praça  Marciel Pinheiro,1,13,0,3,43.0,sintetica,34,0
Praça Da Quadra,4,19,0,13,32.0,sintetica,78,1
Praça Poeta Fernando Pessoa,1,18,0,0,94.0,sintetica,22,0
Arlindo Gouveia,3,22,0,4,98.0,sintetica,16,0
Dr.Luis Ramos Leal,1,6,0,4,29.0,sintetica,10,0
Praça Luiz Albacora,6,3,0,8,61.0,sintetica,18,0
Praça Jornalista Anibal Fernandes,1,11,0,7,60.0,sintetica,37,0
Praça Novaes Filho,1,22,0,14,22.0,sintetica,45,0
Praça Do Moinhos,1,13,1,7,74.0,sintetica,55,0
Praça Do Colégio Jarbas Pernambucano,0,1,0,4,35.0,sintetica,39,0
Praça Alberto Pinto,5,0,0,7,63.0,sintetica,18,0
Pracinha Da Estação Do Barro,4,17,0,13,49.0,sintetica,39,0
Praça Poliesportiva Da Ur4 Ibura,3,19,0,9,56.0,sintetica,44,0
Praça Da Bandeira,4,7,0,6,79.0,sintetica,56,0
Praça Vale Do Siriji,0,2,0,0,96.0,sintetica,36,0
Praça Gildo Macedo Lacerda,0,5,0,11,43.0,sintetica,38,0
Praça Da Avenida Da Recuperação,6,21,0,6,45.0,sintetica,65,0
Praça Angélica,0,12,0,10,77.0,sintetica,10,0
Praça  João Maurício Campos,5,8,0,7,28.0,sintetica,52,0
Praça Alberico Glasner Da Rocha,0,8,0,2,80.0,sintetica,14,0
Praça Estação Macaco,1,19,0,8,38.0,sintetica,38,0
Praça Conselheiro João Alfredo,4,8,0,7,47.0,sintetica,26,0
Praça Isabel Cabral,2,14,0,1,26.0,sintetica,58,0
Praça Quinze De Setembro,3,12,0,5,64.0,sintetica,46,0
Praça Do Ipê,0,21,0,3,82.0,sintetica,33,0
Praça João Miguel De Souza Junior,4,15,0,2,56.0,sintetica,36,0
Praça Das Cinco Pontas,6,1,0,10,35.0,sintetica,18,0
Praça Zumbi Dos Palmares,0,13,0,5,24.0,sintetica,47,0
Praça Da Rua Guarabira,5,5,0,9,48.0,sintetica,22,0
Praça Da Chesf,0,1,0,12,71.0,sintetica,35,0
Pinto Damásio,0,7,1,14,42.0,sintetica,20,1
Praça Da Rua Joaquim De Brito,0,3,0,8,25.0,sintetica,33,0
Praça Maciel Pinheiro,6,20,0,1,55.0,sintetica,84,1
Praça Da Feb,0,23,1,9,76.0,sintetica,58,1
Parque Da Tamarineira,3,13,0,9,52.0,sintetica,15,0
Praça Da Rua Guarabira,4,10,1,9,68.0,sintetica,44,1
Praça Augusto Rodrigues,5,23,0,4,60.0,sintetica,62,0
Praça Do Finado Leiteiro,0,13,0,5,99.0,sintetica,22,0
Praça Geraldo Vilas Boas,0,11,0,3,74.0,sintetica,53,0
Praça Truaca/Tempo De Crescer,0,15,1,6,45.0,sintetica,20,1
Parque Exposição Do Cordeiro,0,5,1,1,56.0,sintetica,32,0
Praça Estação Macaco,1,19,0,6,96.0,sintetica,11,0
Rua Maria Adelaide Castelo Branco,1,0,0,1,36.0,sintetica,39,0
"R. Vidal De Negreiros,",2,11,0,0,51.0,sintetica,28,0
Praça Gustavo Barrozo,0,6,0,10,47.0,sintetica,49,0
Praça José Cicílio,2,7,1,4,44.0,sintetica,54,0
Praça Souto Filho,3,8,0,1,66.0,sintetica,55,0
Praça Do Quinze,2,1,0,7,41.0,sintetica,56,0
Praça Jornalista Otávio Sarmento Cardoso/Coliseu,4,16,1,11,80.0,sintetica,58,1
Praça Da Convenção,1,19,1,11,63.0,sintetica,24,1
Praça Do Tourão,1,12,0,11,39.0,sintetica,51,0
Jardim América,0,4,0,7,69.0,sintetica,42,0
Parque Do Forte Do Arraial Novo Do Bom Jesus,0,9,1,0,66.0,sintetica,53,0
Praça Amaro Lopes/Da Fumaça,3,11,0,3,66.0,sintetica,50,0
Praça Da Travessa José Leite,5,16,0,13,91.0,sintetica,14,0
Praça Otávio De Freitas,3,20,0,8,70.0,sintetica,31,0
Praça Machado De Assis,4,5,1,4,74.0,sintetica,36,0
Praça Da Mauricéia,0,2,0,11,97.0,sintetica,56,0
Praça Da Rua Caxangá Agape,0,14,0,10,58.0,sintetica,44,0
Praça Vale Do Siriji,3,6,0,9,33.0,sintetica,28,0
Praça Das Lolitas,3,5,1,12,88.0,sintetica,48,1
Praça Da Avenida Maurício De Nassau,3,3,0,5,66.0,sintetica,16,0
Andresa Carla Gomes Do Nascimento,1,18,0,2,40.0,sintetica,48,0
Praça José Bonifácio,2,4,0,4,34.0,sintetica,43,0
Praça Do Jardim São Paulo,2,2,1,13,20.0,sintetica,43,1
Praça Riacho Doce,0,8,0,11,99.0,sintetica,36,0
"Praça. Ur 04 Ibura  , Junto Da Capela Nossa Senhora Aparecida Ur 4 Terminal",1,5,0,12,29.0,sintetica,53,0
Praça João Rique,3,12,1,12,42.0,sintetica,14,1
Praça Da Travessa José Leite,0,21,0,12,37.0,sintetica,13,0
Praça Da Feb,1,19,0,0,77.0,sintetica,16,0
Praça Do Terço,4,3,1,7,92.0,sintetica,57,0
Praça Dom Miguel Valverde,5,1,0,10,96.0,sintetica,12,0
Praça Campo Do Lagoão,1,3,0,14,71.0,sintetica,30,0
Praça Largo Dona Regina,6,7,0,5,65.0,sintetica,43,0
Gilvania De Oliveira Moura Sá,0,12,0,11,32.0,sintetica,58,0
Praça Luiz Gonzaga,2,9,0,1,36.0,sintetica,18,0
Praça Do Heróis Da Restauração,6,17,0,3,86.0,sintetica,29,0
Parque Da Jaqueira,3,8,1,3,80.0,sintetica,49,0
Praça Sargento Max Wolf Filho,5,0,0,8,84.0,sintetica,21,0
Praça Nossa Senhora De Fátima,4,12,0,8,72.0,sintetica,48,0
Praça Da Rua José Augusto De Barros,5,17,0,4,24.0,sintetica,55,0
Praça Engenho Poeta/Do Rotary,5,14,0,11,51.0,sintetica,37,0
Praça Chora Menino,1,1,0,2,64.0,sintetica,57,0
Praça Professor Fleming,0,10,0,0,75.0,sintetica,42,0
Espaço Colaborativo,0,13,0,5,24.0,sintetica,19,0
Praça Da Rua João Rique. Iputinga Recife,5,21,0,7,95.0,sintetica,68,0
Praça Dom Helder,3,14,0,0,53.0,sintetica,16,0
Praça Da Biblia,0,13,0,10,80.0,sintetica,27,0
Praça Palminha / Próximo Ao Núcleo Policial / Padaria Flor Do Ibura,5,15,0,0,99.0,sintetica,28,0
Praça Nova Morada,0,22,0,14,81.0,sintetica,23,0
Praça Centro Campo Grande,3,14,1,10,88.0,sintetica,26,1
Praça Professor Barreto Campelo B,4,18,0,6,82.0,sintetica,61,0
Praça Da Alegria,6,8,0,6,63.0,sintetica,28,0
Praça Industrial Miguel Santos,5,4,0,1,47.0,sintetica,54,0
Praça Castro Alves,2,4,0,2,89.0,sintetica,12,0
Superintendente João Gonçalves De Souza,2,10,0,1,32.0,sintetica,43,0
Praça Rodrigo Cebola,5,19,0,5,62.0,sintetica,89,0
Praça Da Rua Sargento Rubens Leite,1,23,0,12,49.0,sintetica,50,0
Praça Da Rua Água Preta,4,3,0,12,45.0,sintetica,40,0
Praça Do Cajueiro,1,19,0,7,82.0,sintetica,48,0
Praça Barão De Caiara,6,17,0,7,92.0,sintetica,23,0
Campo Do 15,2,2,1,14,76.0,sintetica,46,1
Praça Dona Elizabeth,3,3,0,0,83.0,sintetica,56,0
Praça Fernando Galvão,5,13,0,10,99.0,sintetica,29,0
Praça Do Sargento,6,6,0,8,68.0,sintetica,41,0
Praça Da Quadra,0,7,1,10,71.0,sintetica,42,1
Praça Jules Rimet,2,23,0,7,82.0,sintetica,40,0
Praça Cívica,4,15,0,8,32.0,sintetica,16,0
Praça Da Gaia,2,19,0,12,64.0,sintetica,14,0
Praça  De Campo Grande - Eudoro,4,14,0,13,65.0,sintetica,13,0
Praça Antonio Bezerra Pontes,4,6,0,12,96.0,sintetica,20,0
Praça Da  Boa Viagem,5,16,1,8,60.0,sintetica,28,0
Praça Joaquim Cavalcante,4,21,0,10,65.0,sintetica,70,0
Praça Infantil John F. Kennedy,1,21,0,11,20.0,sintetica,29,0
Largo Dom Luiz,6,21,0,5,92.0,sintetica,69,0
Praça Circular Do Alto Jordão,3,11,0,2,87.0,sintetica,38,0
Praça Pinto Damaso,2,17,0,0,31.0,sintetica,27,0
Praça Joaquim Cavalcante,3,23,0,10,92.0,sintetica,46,0
Praça Márcio Codonga,6,13,0,7,54.0,sintetica,56,0
Praça Mercado Municipal Da Ur-5,0,14,1,9,52.0,sintetica,34,1
Praça Clube Sargento Wolf,6,14,0,2,77.0,sintetica,29,0
Praça Casarão Alto Do Ceu,2,4,1,12,54.0,sintetica,15,1
Praça Poço Da Panela,3,15,1,6,65.0,sintetica,45,0
Praça Clotilde Machado,3,4,0,12,85.0,sintetica,58,0
Praça De Casa Forte,5,1,0,9,63.0,sintetica,24,0
Praça De Boa Viagem,5,19,1,5,45.0,sintetica,72,0
Praça Da Roda De Fogo,6,8,0,2,61.0,sintetica,47,0
Praça Alto Jose Do Pinho,6,21,0,5,96.0,sintetica,88,0
Praça Padre Romano Zuferey,0,8,0,11,49.0,sintetica,29,0
Praça Engenho Massangana,4,3,0,2,51.0,sintetica,31,0
Praça Coronel Silva Torres,2,14,1,12,55.0,sintetica,21,1
Praca Da Ur6,5,10,1,14,38.0,sintetica,50,1
Praça Do Bueirão,2,0,1,12,41.0,sintetica,49,1
Praça Alfredo Ozório,0,17,0,13,84.0,sintetica,56,0
Praça Professora Antonia Galvão,5,0,0,8,76.0,sintetica,42,0
Praça Salgueiro,5,7,0,12,30.0,sintetica,38,0
Praça Luiz De Lacerda,4,15,0,0,45.0,sintetica,11,0
Praça Maria Da Conceição,2,21,0,12,67.0,sintetica,35,1
Praça Do Terço,2,17,0,7,38.0,sintetica,41,1
Praça Professor Doutor Antônio Figueira,2,21,1,4,31.0,sintetica,12,0
Praça Campo Do Lagoão,4,8,1,14,86.0,sintetica,39,1
Praça Zumbi Dos Palmares,5,11,0,3,75.0,sintetica,28,0
Praça Professor Paulo Silveira Do Nascimento,0,18,0,0,37.0,sintetica,19,0
Quatro De Outubro,2,17,0,8,24.0,sintetica,34,0
Praça Sítio Das Palmeiras,3,4,0,12,43.0,sintetica,55,0
Praça Doutor Jose De Melo,4,1,0,8,97.0,sintetica,28,0
Domingos Gilvaneti,1,6,0,12,57.0,sintetica,52,0
Praça Phaelante Da Câmara,0,9,1,4,86.0,sintetica,30,0
Praça Ayrton Senna,3,14,0,13,89.0,sintetica,15,0
Praça Da Rua José Augusto De Barros,2,6,0,10,95.0,sintetica,23,0
Praça Do Jacaré,1,4,0,8,71.0,sintetica,17,0
Praça José Cicílio,0,14,0,14,94.0,sintetica,11,0
Praca Mauriceia,4,19,0,9,58.0,sintetica,76,1
Praça Profeta Joseph Smith,1,19,0,13,78.0,sintetica,31,0
Praça Camilo Pereira Carneiro,5,14,1,8,45.0,sintetica,39,0
Praça Treze De Junho,6,9,0,6,84.0,sintetica,45,0
Praça Vinte De Julho,1,23,0,7,99.0,sintetica,37,0
Praça Maracangaia,6,13,0,0,67.0,sintetica,44,0
Praça Do Bongi,3,9,0,3,72.0,sintetica,11,1
Praça Do Entroncamento,0,16,0,9,28.0,sintetica,45,0
Praça Do Cajueiro,3,20,0,9,24.0,sintetica,27,0
José Vilela,3,13,0,14,91.0,sintetica,52,0
Praça Amaro Lopes/Da Fumaça,2,1,0,3,80.0,sintetica,18,0
Praça Professor Fleming,4,15,0,11,40.0,sintetica,37,0
Praça Dr Adolfo Cirne,1,12,0,8,82.0,sintetica,17,0
Praça Da  Singapura,0,8,1,2,39.0,sintetica,17,0
Praça Mercia De Albuquerque,5,6,0,14,77.0,sintetica,14,0
Praça La Coruna,4,15,0,11,64.0,sintetica,22,0
Praça Do Salgueiro,4,9,0,9,41.0,sintetica,16,0
Praça Quinze De Setembro,0,23,1,14,96.0,sintetica,30,1
Praça Batista Da Silva,4,21,0,9,94.0,sintetica,69,0
Praça Da Gaia,2,8,0,0,82.0,sintetica,46,0
Praça De Apipucos,4,21,0,14,49.0,sintetica,60,0
Praça Da Rua Clotilde Machado,2,22,1,10,82.0,sintetica,57,1
Praca Mauriceia,1,6,0,4,63.0,sintetica,23,0
Praça Dr Lula Cabral De Melo,1,15,0,6,86.0,sintetica,46,0
Praça Fernando Galvão,3,8,1,11,77.0,sintetica,13,1
Praça Da Rua Água Preta,2,23,0,3,84.0,sintetica,31,0
